Código Dane departamento,Departamento,Código Dane municipio,Municipio,Desagregación cultivo,Cultivo,Ciclo del cultivo,Grupo cultivo,Subgrupo,Año,Periodo,Área sembrada (ha),Área cosechada (ha),Producción (t),Rendimiento (t/ha),Nombre científico del cultivo,Código del cultivo,Estado físico del cultivo,_depto_norm,_cultivo_norm
08,Atlántico,8001,Barranquilla,Otras hortalizas,Otras hortalizas,Transitorio,Hortalizas,Hortalizas,2024,2024B,0.02,0.02,0.13,6.5,No aplica,1059900,En fresco,ATLANTICO,Otras hortalizas
08,Atlántico,8001,Barranquilla,Otras hortalizas,Otras hortalizas,Transitorio,Hortalizas,Hortalizas,2025,2025A,0.25,0.25,3.0,12.0,No aplica,1059900,En fresco,ATLANTICO,Otras hortalizas
08,Atlántico,8001,Barranquilla,Otras hortalizas,Otras hortalizas,Transitorio,Hortalizas,Hortalizas,2025,2025B,0.05,0.01,0.1,10.0,No aplica,1059900,En fresco,ATLANTICO,Otras hortalizas
08,Atlántico,8001,Barranquilla,Plantas aromáticas,Plantas aromáticas,Transitorio,"Cultivos para condimentos, bebidas medicinales y aromáticas","Cultivos para condimentos, bebidas medicinales y aromáticas",2024,2024B,0.01,0.01,0.02,2.0,No aplica,1022300,En fresco,ATLANTICO,Plantas aromáticas
08,Atlántico,8001,Barranquilla,Plantas aromáticas,Plantas aromáticas,Transitorio,"Cultivos para condimentos, bebidas medicinales y aromáticas","Cultivos para condimentos, bebidas medicinales y aromáticas",2025,2025A,0.23,0.23,0.58,2.52,No aplica,1022300,En fresco,ATLANTICO,Plantas aromáticas
08,Atlántico,8001,Barranquilla,Plantas aromáticas,Plantas aromáticas,Transitorio,"Cultivos para condimentos, bebidas medicinales y aromáticas","Cultivos para condimentos, bebidas medicinales y aromáticas",2025,2025B,0.07,0.01,0.02,2.0,No aplica,1022300,En fresco,ATLANTICO,Plantas aromáticas
08,Atlántico,8001,Barranquilla,Plátano consumo interno,Plátano,Permanente,Frutales,Demás frutales,2025,2025,0.02,0.0,0.0,0.0,Musa x paradisiaca,2045802,En fresco,ATLANTICO,Plátano
08,Atlántico,8001,Barranquilla,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2025,2025B,0.03,0.0,0.0,0.0,Manihot esculenta,1081001,En fresco,ATLANTICO,Yuca
08,Atlántico,8078,Baranoa,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019A,35.0,33.0,330.0,10.0,Cucurbita maxima,1050200,En fresco,ATLANTICO,Ahuyama
08,Atlántico,8078,Baranoa,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,40.0,38.0,380.0,10.0,Cucurbita maxima,1050200,En fresco,ATLANTICO,Ahuyama
08,Atlántico,8078,Baranoa,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,32.0,32.0,384.0,12.0,Cucurbita maxima,1050200,En fresco,ATLANTICO,Ahuyama
08,Atlántico,8078,Baranoa,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,32.0,32.0,384.0,12.0,Cucurbita maxima,1050200,En fresco,ATLANTICO,Ahuyama
08,Atlántico,8078,Baranoa,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,32.0,32.0,384.0,12.0,Cucurbita maxima,1050200,En fresco,ATLANTICO,Ahuyama
08,Atlántico,8078,Baranoa,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,32.0,32.0,384.0,12.0,Cucurbita maxima,1050200,En fresco,ATLANTICO,Ahuyama
08,Atlántico,8078,Baranoa,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024B,35.0,35.0,420.0,12.0,Cucurbita maxima,1050200,En fresco,ATLANTICO,Ahuyama
08,Atlántico,8078,Baranoa,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025A,32.0,32.0,384.0,12.0,Cucurbita maxima,1050200,En fresco,ATLANTICO,Ahuyama
08,Atlántico,8078,Baranoa,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025B,35.0,35.0,420.0,12.0,Cucurbita maxima,1050200,En fresco,ATLANTICO,Ahuyama
08,Atlántico,8078,Baranoa,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019A,12.0,12.0,300.0,25.0,Capsicum L.,1050300,En fresco,ATLANTICO,Ají
08,Atlántico,8078,Baranoa,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,20.0,20.0,500.0,25.0,Capsicum L.,1050300,En fresco,ATLANTICO,Ají
08,Atlántico,8078,Baranoa,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,19.0,19.0,342.0,18.0,Capsicum L.,1050300,En fresco,ATLANTICO,Ají
08,Atlántico,8078,Baranoa,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,19.0,19.0,342.0,18.0,Capsicum L.,1050300,En fresco,ATLANTICO,Ají
08,Atlántico,8078,Baranoa,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,19.0,19.0,342.0,18.0,Capsicum L.,1050300,En fresco,ATLANTICO,Ají
08,Atlántico,8078,Baranoa,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,20.0,20.0,360.0,18.0,Capsicum L.,1050300,En fresco,ATLANTICO,Ají
08,Atlántico,8078,Baranoa,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024B,21.0,21.0,378.0,18.0,Capsicum L.,1050300,En fresco,ATLANTICO,Ají
08,Atlántico,8078,Baranoa,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025A,21.0,21.0,378.0,18.0,Capsicum L.,1050300,En fresco,ATLANTICO,Ají
08,Atlántico,8078,Baranoa,Ají,Ají,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025B,21.0,21.0,378.0,18.0,Capsicum L.,1050300,En fresco,ATLANTICO,Ají
08,Atlántico,8078,Baranoa,Ajonjolí,Ajonjolí,Transitorio,Oleaginosas,Oleaginosas,2024,2024A,10.0,10.0,15.0,1.5,Sesamum orientale,1070100,Grano o almendra,ATLANTICO,Ajonjolí
08,Atlántico,8078,Baranoa,Ajonjolí,Ajonjolí,Transitorio,Oleaginosas,Oleaginosas,2024,2024B,11.0,11.0,16.5,1.5,Sesamum orientale,1070100,Grano o almendra,ATLANTICO,Ajonjolí
08,Atlántico,8078,Baranoa,Ajonjolí,Ajonjolí,Transitorio,Oleaginosas,Oleaginosas,2025,2025A,11.0,11.0,16.5,1.5,Sesamum orientale,1070100,Grano o almendra,ATLANTICO,Ajonjolí
08,Atlántico,8078,Baranoa,Ajonjolí,Ajonjolí,Transitorio,Oleaginosas,Oleaginosas,2025,2025B,11.0,11.0,16.5,1.5,Sesamum orientale,1070100,Grano o almendra,ATLANTICO,Ajonjolí
08,Atlántico,8078,Baranoa,Batata,Batata,Transitorio,Hortalizas,Hortalizas de raíz,2024,2024A,5.0,5.0,60.0,12.0,Ipomoea batatas,1050700,En fresco,ATLANTICO,Batata
08,Atlántico,8078,Baranoa,Batata,Batata,Transitorio,Hortalizas,Hortalizas de raíz,2024,2024B,5.0,5.0,60.0,12.0,Ipomoea batatas,1050700,En fresco,ATLANTICO,Batata
08,Atlántico,8078,Baranoa,Batata,Batata,Transitorio,Hortalizas,Hortalizas de raíz,2025,2025A,5.0,5.0,62.5,12.5,Ipomoea batatas,1050700,En fresco,ATLANTICO,Batata
08,Atlántico,8078,Baranoa,Batata,Batata,Transitorio,Hortalizas,Hortalizas de raíz,2025,2025B,5.0,5.0,62.5,12.5,Ipomoea batatas,1050700,En fresco,ATLANTICO,Batata
08,Atlántico,8078,Baranoa,Ciruela,Ciruela,Permanente,Frutales,Caducifolios,2019,2019,18.0,18.0,90.0,5.0,Prunus domestica,2041800,En fresco,ATLANTICO,Ciruela
08,Atlántico,8078,Baranoa,Ciruela,Ciruela,Permanente,Frutales,Caducifolios,2020,2020,15.0,15.0,75.0,5.0,Prunus domestica,2041800,En fresco,ATLANTICO,Ciruela
08,Atlántico,8078,Baranoa,Ciruela,Ciruela,Permanente,Frutales,Caducifolios,2021,2021,15.0,15.0,150.0,10.0,Prunus domestica,2041800,En fresco,ATLANTICO,Ciruela
08,Atlántico,8078,Baranoa,Ciruela,Ciruela,Permanente,Frutales,Caducifolios,2022,2022,15.0,15.0,150.0,10.0,Prunus domestica,2041800,En fresco,ATLANTICO,Ciruela
08,Atlántico,8078,Baranoa,Ciruela,Ciruela,Permanente,Frutales,Caducifolios,2023,2023,15.0,15.0,150.0,10.0,Prunus domestica,2041800,En fresco,ATLANTICO,Ciruela
08,Atlántico,8078,Baranoa,Ciruela,Ciruela,Permanente,Frutales,Caducifolios,2024,2024,15.0,15.0,225.0,15.0,Prunus domestica,2041800,En fresco,ATLANTICO,Ciruela
08,Atlántico,8078,Baranoa,Ciruela,Ciruela,Permanente,Frutales,Caducifolios,2025,2025,15.0,15.0,255.0,17.0,Prunus domestica,2041800,En fresco,ATLANTICO,Ciruela
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2019,2019A,40.0,38.0,51.29,1.35,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2020,2020A,35.0,35.0,34.27,0.98,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2021,2021A,172.0,172.0,172.0,1.0,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2021,2021B,160.0,160.0,160.0,1.0,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2022,2022A,172.0,172.0,172.0,1.0,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2022,2022B,160.0,160.0,160.0,1.0,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2023,2023A,172.0,172.0,172.0,1.0,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2023,2023B,160.0,160.0,160.0,1.0,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2024,2024A,100.0,100.0,100.0,1.0,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2024,2024B,110.0,110.0,110.0,1.0,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2025,2025A,110.0,110.0,76.92,0.7,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Frijol,Frijol,Transitorio,Leguminosas,Leguminosas,2025,2025B,110.0,110.0,76.92,0.7,Phaseolus vulgaris,1060200,Grano seco,ATLANTICO,Frijol
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2019,2019A,170.0,160.0,320.0,2.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2019,2019B,160.0,158.0,316.0,2.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2020,2020A,190.0,180.0,360.0,2.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2020,2020B,180.0,170.0,340.0,2.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2021,2021A,150.0,150.0,150.0,1.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2021,2021B,155.0,155.0,155.0,1.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2022,2022A,150.0,150.0,150.0,1.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2022,2022B,155.0,155.0,155.0,1.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2023,2023A,150.0,150.0,150.0,1.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2023,2023B,155.0,155.0,155.0,1.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2024,2024A,150.0,150.0,150.0,1.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2024,2024B,150.0,150.0,150.0,1.0,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2025,2025A,150.0,150.0,104.9,0.7,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guandul,Guandul,Transitorio,Leguminosas,Leguminosas,2025,2025B,150.0,150.0,104.9,0.7,Cajanus cajan,1060900,Grano seco,ATLANTICO,Guandul
08,Atlántico,8078,Baranoa,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2024,2024,4.0,4.0,28.0,7.0,Psidium guajava,2043000,En fresco,ATLANTICO,Guayaba
08,Atlántico,8078,Baranoa,Guayaba,Guayaba,Permanente,Frutales,Mirtáceas,2025,2025,4.0,4.0,32.0,8.0,Psidium guajava,2043000,En fresco,ATLANTICO,Guayaba
08,Atlántico,8078,Baranoa,Limón demás variedades,Limón,Permanente,Frutales,Cítricos,2019,2019,4.0,4.0,40.0,10.0,Citrus limon,2043699,En fresco,ATLANTICO,Limón
08,Atlántico,8078,Baranoa,Limón demás variedades,Limón,Permanente,Frutales,Cítricos,2020,2020,4.0,4.0,40.0,10.0,Citrus limon,2043699,En fresco,ATLANTICO,Limón
08,Atlántico,8078,Baranoa,Limón demás variedades,Limón,Permanente,Frutales,Cítricos,2021,2021,4.0,4.0,32.0,8.0,Citrus limon,2043699,En fresco,ATLANTICO,Limón
08,Atlántico,8078,Baranoa,Limón demás variedades,Limón,Permanente,Frutales,Cítricos,2022,2022,4.0,4.0,32.0,8.0,Citrus limon,2043699,En fresco,ATLANTICO,Limón
08,Atlántico,8078,Baranoa,Limón demás variedades,Limón,Permanente,Frutales,Cítricos,2023,2023,4.0,4.0,32.0,8.0,Citrus limon,2043699,En fresco,ATLANTICO,Limón
08,Atlántico,8078,Baranoa,Limón Pajarito,Limón,Permanente,Frutales,Cítricos,2024,2024,2.0,2.0,20.0,10.0,Citrus limon,2043602,En fresco,ATLANTICO,Limón
08,Atlántico,8078,Baranoa,Limón Pajarito,Limón,Permanente,Frutales,Cítricos,2025,2025,2.0,2.0,20.0,10.0,Citrus limon,2043602,En fresco,ATLANTICO,Limón
08,Atlántico,8078,Baranoa,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2021,2021A,60.0,60.0,72.0,1.2,Zea mays,1010402,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2021,2021B,45.0,45.0,54.0,1.2,Zea mays,1010402,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2022,2022A,60.0,60.0,72.0,1.2,Zea mays,1010402,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2022,2022B,45.0,45.0,54.0,1.2,Zea mays,1010402,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2023,2023A,60.0,60.0,72.0,1.2,Zea mays,1010402,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2023,2023B,45.0,45.0,54.0,1.2,Zea mays,1010402,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2024,2024A,60.0,60.0,78.0,1.3,Zea mays,1010402,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2024,2024B,62.0,62.0,80.6,1.3,Zea mays,1010402,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2025,2025A,60.0,60.0,78.0,1.3,Zea mays,1010402,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2025,2025B,62.0,62.0,80.6,1.3,Zea mays,1010402,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2021,2021A,60.0,60.0,72.0,1.2,Zea mays,1010404,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2021,2021B,45.0,45.0,54.0,1.2,Zea mays,1010404,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2022,2022A,60.0,60.0,72.0,1.2,Zea mays,1010404,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2022,2022B,45.0,45.0,54.0,1.2,Zea mays,1010404,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2023,2023A,60.0,60.0,72.0,1.2,Zea mays,1010404,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2023,2023B,45.0,45.0,54.0,1.2,Zea mays,1010404,Grano seco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz tradicional,Maíz,Transitorio,Cereales,Cereales,2019,2019A,130.0,117.0,292.5,2.5,Zea mays,1010497,En fresco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz tradicional,Maíz,Transitorio,Cereales,Cereales,2019,2019B,100.0,94.0,188.0,2.0,Zea mays,1010497,En fresco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz tradicional,Maíz,Transitorio,Cereales,Cereales,2020,2020A,130.0,125.0,87.5,0.7,Zea mays,1010497,En fresco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Maíz tradicional,Maíz,Transitorio,Cereales,Cereales,2020,2020B,100.0,90.0,63.0,0.7,Zea mays,1010497,En fresco,ATLANTICO,Maíz
08,Atlántico,8078,Baranoa,Mamoncillo,Mamoncillo,Permanente,Frutales,Demás frutales,2024,2024,4.0,4.0,32.0,8.0,Melicoccus bijugatus,2044000,En fresco,ATLANTICO,Mamoncillo
08,Atlántico,8078,Baranoa,Mamoncillo,Mamoncillo,Permanente,Frutales,Demás frutales,2025,2025,4.0,4.0,32.0,8.0,Melicoccus bijugatus,2044000,En fresco,ATLANTICO,Mamoncillo
08,Atlántico,8078,Baranoa,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2019,2019,60.0,55.0,825.0,15.0,Mangifera indica,2044299,En fresco,ATLANTICO,Mango
08,Atlántico,8078,Baranoa,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2020,2020,70.0,60.0,900.0,15.0,Mangifera indica,2044299,En fresco,ATLANTICO,Mango
08,Atlántico,8078,Baranoa,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2021,2021,70.0,70.0,1050.0,15.0,Mangifera indica,2044299,En fresco,ATLANTICO,Mango
08,Atlántico,8078,Baranoa,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2022,2022,70.0,70.0,1050.0,15.0,Mangifera indica,2044299,En fresco,ATLANTICO,Mango
08,Atlántico,8078,Baranoa,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2023,2023,70.0,70.0,1050.0,15.0,Mangifera indica,2044299,En fresco,ATLANTICO,Mango
08,Atlántico,8078,Baranoa,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2024,2024,100.0,70.0,840.0,12.0,Mangifera indica,2044299,En fresco,ATLANTICO,Mango
08,Atlántico,8078,Baranoa,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2025,2025,100.0,70.0,840.0,12.0,Mangifera indica,2044299,En fresco,ATLANTICO,Mango
08,Atlántico,8078,Baranoa,Melón,Melón,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019A,30.0,25.0,500.0,20.0,Cucumis melo,1052000,En fresco,ATLANTICO,Melón
08,Atlántico,8078,Baranoa,Melón,Melón,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,32.0,30.0,600.0,20.0,Cucumis melo,1052000,En fresco,ATLANTICO,Melón
08,Atlántico,8078,Baranoa,Melón,Melón,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,24.0,24.0,288.0,12.0,Cucumis melo,1052000,En fresco,ATLANTICO,Melón
08,Atlántico,8078,Baranoa,Melón,Melón,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,24.0,24.0,288.0,12.0,Cucumis melo,1052000,En fresco,ATLANTICO,Melón
08,Atlántico,8078,Baranoa,Melón,Melón,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,24.0,24.0,288.0,12.0,Cucumis melo,1052000,En fresco,ATLANTICO,Melón
08,Atlántico,8078,Baranoa,Melón,Melón,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,20.0,20.0,240.0,12.0,Cucumis melo,1052000,En fresco,ATLANTICO,Melón
08,Atlántico,8078,Baranoa,Melón,Melón,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024B,22.0,22.0,264.0,12.0,Cucumis melo,1052000,En fresco,ATLANTICO,Melón
08,Atlántico,8078,Baranoa,Melón,Melón,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025A,22.0,22.0,286.0,13.0,Cucumis melo,1052000,En fresco,ATLANTICO,Melón
08,Atlántico,8078,Baranoa,Melón,Melón,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025B,22.0,22.0,286.0,13.0,Cucumis melo,1052000,En fresco,ATLANTICO,Melón
08,Atlántico,8078,Baranoa,Níspero,Níspero,Permanente,Frutales,Demás frutales,2024,2024,5.0,5.0,60.0,12.0,Eriobotrya japonica,2045100,En fresco,ATLANTICO,Níspero
08,Atlántico,8078,Baranoa,Níspero,Níspero,Permanente,Frutales,Demás frutales,2025,2025,5.0,5.0,60.0,12.0,Eriobotrya japonica,2045100,En fresco,ATLANTICO,Níspero
08,Atlántico,8078,Baranoa,Ñame demás variedades,Ñame,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2024,2024A,10.0,0.0,0.0,0.0,Dioscorea sp.,1080699,En fresco,ATLANTICO,Ñame
08,Atlántico,8078,Baranoa,Ñame demás variedades,Ñame,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2024,2024B,12.0,10.0,100.0,10.0,Dioscorea sp.,1080699,En fresco,ATLANTICO,Ñame
08,Atlántico,8078,Baranoa,Ñame demás variedades,Ñame,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2025,2025A,12.0,12.0,144.0,12.0,Dioscorea sp.,1080699,En fresco,ATLANTICO,Ñame
08,Atlántico,8078,Baranoa,Ñame demás variedades,Ñame,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2025,2025B,12.0,12.0,144.0,12.0,Dioscorea sp.,1080699,En fresco,ATLANTICO,Ñame
08,Atlántico,8078,Baranoa,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019A,60.0,50.0,750.0,15.0,Citrullus lanatus,1052200,En fresco,ATLANTICO,Patilla
08,Atlántico,8078,Baranoa,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,70.0,65.0,975.0,15.0,Citrullus lanatus,1052200,En fresco,ATLANTICO,Patilla
08,Atlántico,8078,Baranoa,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,58.0,58.0,1160.0,20.0,Citrullus lanatus,1052200,En fresco,ATLANTICO,Patilla
08,Atlántico,8078,Baranoa,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,58.0,58.0,1160.0,20.0,Citrullus lanatus,1052200,En fresco,ATLANTICO,Patilla
08,Atlántico,8078,Baranoa,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,58.0,58.0,1160.0,20.0,Citrullus lanatus,1052200,En fresco,ATLANTICO,Patilla
08,Atlántico,8078,Baranoa,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,45.0,45.0,900.0,20.0,Citrullus lanatus,1052200,En fresco,ATLANTICO,Patilla
08,Atlántico,8078,Baranoa,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024B,47.0,47.0,940.0,20.0,Citrullus lanatus,1052200,En fresco,ATLANTICO,Patilla
08,Atlántico,8078,Baranoa,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025A,47.0,47.0,1034.0,22.0,Citrullus lanatus,1052200,En fresco,ATLANTICO,Patilla
08,Atlántico,8078,Baranoa,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025B,47.0,47.0,1034.0,22.0,Citrullus lanatus,1052200,En fresco,ATLANTICO,Patilla
08,Atlántico,8078,Baranoa,Plátano consumo interno,Plátano,Permanente,Frutales,Demás frutales,2024,2024,1.0,1.0,10.0,10.0,Musa x paradisiaca,2045802,En fresco,ATLANTICO,Plátano
08,Atlántico,8078,Baranoa,Plátano consumo interno,Plátano,Permanente,Frutales,Demás frutales,2025,2025,1.0,1.0,12.0,12.0,Musa x paradisiaca,2045802,En fresco,ATLANTICO,Plátano
08,Atlántico,8078,Baranoa,Sorgo,Sorgo,Transitorio,Cereales,Cereales,2019,2019B,80.0,60.0,180.0,3.0,Sorghum bicolor,1010700,En fresco,ATLANTICO,Sorgo
