Código Dane departamento,Departamento,Código Dane municipio,Municipio,Desagregación cultivo,Cultivo,Ciclo del cultivo,Grupo cultivo,Subgrupo,Año,Periodo,Área sembrada (ha),Área cosechada (ha),Producción (t),Rendimiento (t/ha),Nombre científico del cultivo,Código del cultivo,Estado físico del cultivo,_depto_norm,_cultivo_norm
13,Bolívar,13006,Achí,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,80.0,80.0,400.0,5.0,Cucurbita maxima,1050200,En fresco,BOLIVAR,Ahuyama
13,Bolívar,13006,Achí,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,120.0,120.0,600.0,5.0,Cucurbita maxima,1050200,En fresco,BOLIVAR,Ahuyama
13,Bolívar,13006,Achí,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,120.0,120.0,600.0,5.0,Cucurbita maxima,1050200,En fresco,BOLIVAR,Ahuyama
13,Bolívar,13006,Achí,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,120.0,120.0,600.0,5.0,Cucurbita maxima,1050200,En fresco,BOLIVAR,Ahuyama
13,Bolívar,13006,Achí,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,215.0,129.0,645.0,5.0,Cucurbita maxima,1050200,En fresco,BOLIVAR,Ahuyama
13,Bolívar,13006,Achí,Ahuyama,Ahuyama,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025A,220.0,220.0,1100.0,5.0,Cucurbita maxima,1050200,En fresco,BOLIVAR,Ahuyama
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2019,2019A,452.6,452.26,2831.15,6.26,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2019,2019B,157.0,157.0,956.13,6.09,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2020,2020A,437.0,433.0,2836.15,6.55,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2020,2020B,167.0,166.0,1010.94,6.09,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2021,2021A,620.0,620.0,2480.0,4.0,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2021,2021B,143.0,45.0,135.0,3.0,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2022,2022A,620.0,22.0,88.0,4.0,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2022,2022B,143.0,742.0,2968.0,4.0,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2023,2023A,620.0,341.0,1364.0,4.0,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2023,2023B,143.0,429.0,1716.0,4.0,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2024,2024A,620.0,0.0,0.0,0.0,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2024,2024B,143.0,441.0,2425.5,5.5,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2025,2025A,600.0,543.0,2986.5,5.5,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz riego,Arroz,Transitorio,Cereales,Cereales,2025,2025B,123.0,262.0,1441.0,5.5,Oryza sativa,1010101,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2019,2019A,1100.0,1100.0,2310.0,2.1,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2019,2019B,1300.0,1300.0,3250.0,2.5,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2020,2020A,680.0,680.0,2040.0,3.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2020,2020B,630.0,630.0,2268.0,3.6,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2021,2021A,670.0,660.0,1980.0,3.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2021,2021B,615.0,112.0,336.0,3.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2022,2022A,670.0,93.0,279.0,3.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2022,2022B,630.0,1200.0,3600.0,3.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2023,2023A,670.0,370.0,1110.0,3.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2023,2023B,630.0,1030.0,3090.0,3.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2024,2024A,715.0,0.0,0.0,0.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2024,2024B,630.0,609.5,1828.5,3.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2025,2025A,605.0,768.0,2304.0,3.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano manual,Arroz,Transitorio,Cereales,Cereales,2025,2025B,615.0,707.0,2121.0,3.0,Oryza sativa,1010102,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2019,2019A,4596.76,4593.36,22848.29,4.97,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2019,2019B,2647.0,2643.0,14467.78,5.47,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2020,2020A,5111.0,5065.0,22134.05,4.37,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2020,2020B,2954.0,2950.0,16148.3,5.47,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2021,2021A,7660.0,7449.0,26071.5,3.5,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2021,2021B,5130.0,743.0,2652.51,3.57,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2022,2022A,7660.0,770.0,2695.0,3.5,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2022,2022B,6660.0,13321.0,46623.5,3.5,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2023,2023A,7660.0,4659.0,16306.5,3.5,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2023,2023B,6660.0,10660.0,37310.0,3.5,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2024,2024A,7418.0,0.0,0.0,0.0,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2024,2024B,6710.0,8141.0,36634.5,4.5,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2025,2025A,7010.0,8320.0,37440.0,4.5,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Arroz secano mecanizado,Arroz,Transitorio,Cereales,Cereales,2025,2025B,6660.0,7038.0,31671.0,4.5,Oryza sativa,1010103,Paddy o cascara verde,BOLIVAR,Arroz
13,Bolívar,13006,Achí,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,150.0,150.0,45.0,0.3,Theobrama cacao,2030200,Grano seco,BOLIVAR,Cacao
13,Bolívar,13006,Achí,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,150.0,150.0,90.0,0.6,Theobrama cacao,2030200,Grano seco,BOLIVAR,Cacao
13,Bolívar,13006,Achí,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,150.0,150.0,90.0,0.6,Theobrama cacao,2030200,Grano seco,BOLIVAR,Cacao
13,Bolívar,13006,Achí,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,150.0,150.0,90.0,0.6,Theobrama cacao,2030200,Grano seco,BOLIVAR,Cacao
13,Bolívar,13006,Achí,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,150.0,150.0,90.0,0.6,Theobrama cacao,2030200,Grano seco,BOLIVAR,Cacao
13,Bolívar,13006,Achí,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2024,2024,150.0,142.0,85.2,0.6,Theobrama cacao,2030200,Grano seco,BOLIVAR,Cacao
13,Bolívar,13006,Achí,Cacao,Cacao,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2025,2025,157.0,142.0,85.2,0.6,Theobrama cacao,2030200,Grano seco,BOLIVAR,Cacao
13,Bolívar,13006,Achí,Caña panelera,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,30.0,30.0,1800.0,60.0,Saccharum officinarum,2030402,Caña o verde,BOLIVAR,Caña
13,Bolívar,13006,Achí,Caña panelera,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,40.0,30.0,1200.0,40.0,Saccharum officinarum,2030402,Caña o verde,BOLIVAR,Caña
13,Bolívar,13006,Achí,Caña panelera,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,40.0,40.0,2400.0,60.0,Saccharum officinarum,2030402,Caña o verde,BOLIVAR,Caña
13,Bolívar,13006,Achí,Caña panelera,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,40.0,40.0,2400.0,60.0,Saccharum officinarum,2030402,Caña o verde,BOLIVAR,Caña
13,Bolívar,13006,Achí,Caña panelera,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,40.0,40.0,2400.0,60.0,Saccharum officinarum,2030402,Caña o verde,BOLIVAR,Caña
13,Bolívar,13006,Achí,Caña panelera,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2024,2024,40.0,40.0,2400.0,60.0,Saccharum officinarum,2030402,Caña o verde,BOLIVAR,Caña
13,Bolívar,13006,Achí,Caña panelera,Caña,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2025,2025,40.0,40.0,2000.0,50.0,Saccharum officinarum,2030402,Caña o verde,BOLIVAR,Caña
13,Bolívar,13006,Achí,Coco,Coco,Permanente,Frutales,Aráceas,2024,2024,0.5,0.0,0.0,0.0,Cocos nucifera,2041900,En fresco,BOLIVAR,Coco
13,Bolívar,13006,Achí,Coco,Coco,Permanente,Frutales,Aráceas,2025,2025,0.5,0.0,0.0,0.0,Cocos nucifera,2041900,En fresco,BOLIVAR,Coco
13,Bolívar,13006,Achí,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2021,2021A,3120.0,2258.0,6774.0,3.0,Zea mays,1010402,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2021,2021B,83.0,50.0,150.0,3.0,Zea mays,1010402,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2022,2022A,3200.0,3050.0,9150.0,3.0,Zea mays,1010402,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2022,2022B,40.0,40.0,120.0,3.0,Zea mays,1010402,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2023,2023A,2300.0,2300.0,6900.0,3.0,Zea mays,1010402,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2023,2023B,30.0,30.0,90.0,3.0,Zea mays,1010402,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2024,2024A,2700.0,212.0,636.0,3.0,Zea mays,1010402,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2024,2024B,32.0,32.0,96.0,3.0,Zea mays,1010402,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2025,2025A,1800.0,1800.0,5400.0,3.0,Zea mays,1010402,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz amarillo tradicional,Maíz,Transitorio,Cereales,Cereales,2025,2025B,45.0,45.0,135.0,3.0,Zea mays,1010402,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2021,2021A,1338.0,1338.0,4014.0,3.0,Zea mays,1010404,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2021,2021B,25.0,10.0,20.0,2.0,Zea mays,1010404,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2022,2022A,1338.0,1138.0,3414.0,3.0,Zea mays,1010404,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2022,2022B,20.0,20.0,60.0,3.0,Zea mays,1010404,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2023,2023A,2150.0,2150.0,6450.0,3.0,Zea mays,1010404,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2023,2023B,20.0,20.0,60.0,3.0,Zea mays,1010404,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2024,2024A,1950.0,54.0,162.0,3.0,Zea mays,1010404,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2024,2024B,25.0,25.0,75.0,3.0,Zea mays,1010404,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2025,2025A,1020.0,1020.0,3060.0,3.0,Zea mays,1010404,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz blanco tradicional,Maíz,Transitorio,Cereales,Cereales,2025,2025B,40.0,40.0,120.0,3.0,Zea mays,1010404,Grano seco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz tradicional,Maíz,Transitorio,Cereales,Cereales,2019,2019A,3300.0,3300.0,6600.0,2.0,Zea mays,1010497,En fresco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz tradicional,Maíz,Transitorio,Cereales,Cereales,2019,2019B,80.0,80.0,200.0,2.5,Zea mays,1010497,En fresco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz tradicional,Maíz,Transitorio,Cereales,Cereales,2020,2020A,4020.0,4020.0,10049.0,2.5,Zea mays,1010497,En fresco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Maíz tradicional,Maíz,Transitorio,Cereales,Cereales,2020,2020B,60.0,60.0,180.0,3.0,Zea mays,1010497,En fresco,BOLIVAR,Maíz
13,Bolívar,13006,Achí,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2019,2019,30.0,30.0,360.0,12.0,Mangifera indica,2044299,En fresco,BOLIVAR,Mango
13,Bolívar,13006,Achí,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2020,2020,30.0,30.0,360.0,12.0,Mangifera indica,2044299,En fresco,BOLIVAR,Mango
13,Bolívar,13006,Achí,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2021,2021,30.0,30.0,360.0,12.0,Mangifera indica,2044299,En fresco,BOLIVAR,Mango
13,Bolívar,13006,Achí,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2022,2022,30.0,30.0,360.0,12.0,Mangifera indica,2044299,En fresco,BOLIVAR,Mango
13,Bolívar,13006,Achí,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2023,2023,30.0,30.0,360.0,12.0,Mangifera indica,2044299,En fresco,BOLIVAR,Mango
13,Bolívar,13006,Achí,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2024,2024,30.0,30.0,300.0,10.0,Mangifera indica,2044299,En fresco,BOLIVAR,Mango
13,Bolívar,13006,Achí,Mango demás variedades,Mango,Permanente,Frutales,Demás frutales,2025,2025,30.0,30.0,300.0,10.0,Mangifera indica,2044299,En fresco,BOLIVAR,Mango
13,Bolívar,13006,Achí,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019A,45.0,45.0,675.0,15.0,Citrullus lanatus,1052200,En fresco,BOLIVAR,Patilla
13,Bolívar,13006,Achí,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2019,2019B,45.0,40.0,600.0,15.0,Citrullus lanatus,1052200,En fresco,BOLIVAR,Patilla
13,Bolívar,13006,Achí,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2020,2020A,60.0,60.0,1200.0,20.0,Citrullus lanatus,1052200,En fresco,BOLIVAR,Patilla
13,Bolívar,13006,Achí,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2021,2021A,60.0,60.0,1200.0,20.0,Citrullus lanatus,1052200,En fresco,BOLIVAR,Patilla
13,Bolívar,13006,Achí,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2022,2022A,60.0,60.0,1200.0,20.0,Citrullus lanatus,1052200,En fresco,BOLIVAR,Patilla
13,Bolívar,13006,Achí,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2023,2023A,60.0,60.0,1200.0,20.0,Citrullus lanatus,1052200,En fresco,BOLIVAR,Patilla
13,Bolívar,13006,Achí,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2024,2024A,84.0,69.0,1380.0,20.0,Citrullus lanatus,1052200,En fresco,BOLIVAR,Patilla
13,Bolívar,13006,Achí,Patilla,Patilla,Transitorio,Hortalizas,Hortalizas de fruto,2025,2025A,74.0,74.0,1480.0,20.0,Citrullus lanatus,1052200,En fresco,BOLIVAR,Patilla
13,Bolívar,13006,Achí,Plátano consumo interno,Plátano,Permanente,Frutales,Demás frutales,2019,2019,400.0,400.0,800.0,2.0,Musa x paradisiaca,2045802,En fresco,BOLIVAR,Plátano
13,Bolívar,13006,Achí,Plátano consumo interno,Plátano,Permanente,Frutales,Demás frutales,2020,2020,385.5,385.5,1927.5,5.0,Musa x paradisiaca,2045802,En fresco,BOLIVAR,Plátano
13,Bolívar,13006,Achí,Plátano consumo interno,Plátano,Permanente,Frutales,Demás frutales,2021,2021,285.5,285.5,1427.5,5.0,Musa x paradisiaca,2045802,En fresco,BOLIVAR,Plátano
13,Bolívar,13006,Achí,Plátano consumo interno,Plátano,Permanente,Frutales,Demás frutales,2022,2022,285.5,285.5,1427.5,5.0,Musa x paradisiaca,2045802,En fresco,BOLIVAR,Plátano
13,Bolívar,13006,Achí,Plátano consumo interno,Plátano,Permanente,Frutales,Demás frutales,2023,2023,285.5,285.5,1427.5,5.0,Musa x paradisiaca,2045802,En fresco,BOLIVAR,Plátano
13,Bolívar,13006,Achí,Plátano consumo interno,Plátano,Permanente,Frutales,Demás frutales,2024,2024,300.0,285.5,1427.5,5.0,Musa x paradisiaca,2045802,En fresco,BOLIVAR,Plátano
13,Bolívar,13006,Achí,Plátano consumo interno,Plátano,Permanente,Frutales,Demás frutales,2025,2025,307.0,300.0,1500.0,5.0,Musa x paradisiaca,2045802,En fresco,BOLIVAR,Plátano
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2019,2019A,250.0,250.0,3000.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2019,2019B,100.0,100.0,1000.0,10.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2020,2020A,330.0,330.0,3960.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2020,2020B,100.0,100.0,1000.0,10.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2021,2021A,330.0,330.0,3960.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2021,2021B,285.0,228.0,2736.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2022,2022A,330.0,340.0,4080.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2022,2022B,130.0,231.0,2772.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2023,2023A,330.0,229.0,2748.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2023,2023B,130.0,330.0,3960.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2024,2024A,330.0,79.0,948.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2024,2024B,142.0,330.0,3960.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2025,2025A,330.0,142.0,1704.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Yuca consumo en fresco,Yuca,Transitorio,Raíces y tubérculos,Raíces y tubérculos,2025,2025B,142.0,330.0,3960.0,12.0,Manihot esculenta,1081001,En fresco,BOLIVAR,Yuca
13,Bolívar,13006,Achí,Zapote,Zapote,Permanente,Frutales,Demás frutales,2019,2019,50.0,50.0,600.0,12.0,Pouteria sapota,2046800,En fresco,BOLIVAR,Zapote
13,Bolívar,13006,Achí,Zapote,Zapote,Permanente,Frutales,Demás frutales,2020,2020,50.0,50.0,600.0,12.0,Pouteria sapota,2046800,En fresco,BOLIVAR,Zapote
13,Bolívar,13006,Achí,Zapote,Zapote,Permanente,Frutales,Demás frutales,2021,2021,50.0,50.0,600.0,12.0,Pouteria sapota,2046800,En fresco,BOLIVAR,Zapote
13,Bolívar,13006,Achí,Zapote,Zapote,Permanente,Frutales,Demás frutales,2022,2022,50.0,50.0,600.0,12.0,Pouteria sapota,2046800,En fresco,BOLIVAR,Zapote
13,Bolívar,13006,Achí,Zapote,Zapote,Permanente,Frutales,Demás frutales,2023,2023,50.0,50.0,600.0,12.0,Pouteria sapota,2046800,En fresco,BOLIVAR,Zapote
13,Bolívar,13006,Achí,Zapote,Zapote,Permanente,Frutales,Demás frutales,2024,2024,50.0,50.0,600.0,12.0,Pouteria sapota,2046800,En fresco,BOLIVAR,Zapote
