Secuencial,Fecha de Análisis,Departamento,Municipio,Cultivo,Estado,Tiempo de establecimiento,Topografia,Drenaje,Riego,Fertilizantes aplicados,pH agua:suelo,Materia organica,Fósforo Bray II,Azufre Fosfato monocalcico,Acidez Intercambiable,Aluminio intercambiable,Calcio intercambiable,Magnesio intercambiable,Potasio intercambiable,Sodio intercambiable,capacidad de intercambio cationico,Conductividad electrica,Hierro disponible olsen,Cobre disponible,Manganeso disponible Olsen,Zinc disponible Olsen,Boro disponible,Hierro disponible doble acido,Cobre disponible doble acido,Manganeso disponible doble acido,Zinc disponible doble  acido,_depto_norm,_cultivo_norm
13.53,28/09/2015,BOLÍVAR,MAGANGUÉ,Pasto Mombaza,Por establecer,No indica,Plano,Buen drenaje,No Tiene,Ninguno,4.78,0.78,1.91,2.83,0.379,0.2,1.43,0.46,,0.15,2.449,0.12,65.1,,3.685,,0.16,,,,,BOLIVAR,
13.532,28/09/2015,BOLÍVAR,MAGANGUÉ,Pasto Mombaza,Por establecer,No indica,Plano,Buen drenaje,No Tiene,Ninguno,5.62,1.64,3.56,3.15,,,18.32,12.04,0.3,0.78,31.45,0.27,32.5,2.612,80.97,1.548,0.13,,,,,BOLIVAR,
13.533,28/09/2015,BOLÍVAR,MAGANGUÉ,Sorgo,Por establecer,No indica,Pendiente,Buen drenaje,No Tiene,Ninguno,6.76,1.129,5.81,3.15,,,14.08,5.85,0.18,0.19,20.3,0.2,9.032,,4.394,2.521,0.16,,,,,BOLIVAR,Sorgo
13.534,28/09/2015,BOLÍVAR,MAGANGUÉ,Silvopastoril,Por establecer,No indica,Plano,Buen drenaje,No Tiene,TRONADOR,5.27,0.71,1.98,2.5,0.079,0.0,2.72,1.01,0.18,0.12,4.109,0.22,48.46,,17.55,,0.16,,,,,BOLIVAR,
13.535,28/09/2015,BOLÍVAR,MAGANGUÉ,Pasto Mombaza,Por establecer,No indica,Plano,Buen drenaje,No Tiene,Ninguno,4.97,0.74,2.009,2.34,0.319,0.2,1.08,0.569,,0.04,2.039,0.14,97.86,,9.98,,0.13,,,,,BOLIVAR,
13.537,28/09/2015,BOLÍVAR,MAGANGUÉ,Pasto Mombaza,Por establecer,No indica,Plano,Buen drenaje,No Tiene,UREA,5.33,0.569,6.46,2.5,0.079,0.0,2.09,1.11,0.4,0.07,3.749,0.53,99.4,,9.832,1.187,0.18,,,,,BOLIVAR,
13.542,28/09/2015,SUCRE,SANTIAGO DE TOLÚ,Millo,Por establecer,No indica,Plano,Buen drenaje,No Tiene,NO,6.99,2.18,37.75,3.15,,,14.4,5.94,0.75,0.53,21.62,0.19,22.32,4.791,2.527,1.03,0.27,,,,,SUCRE,
13.543,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,No indica,Buen drenaje,No indica,No indica,7.55,3.56,30.36,17.85,,,9.26,3.49,0.66,0.88,14.29,1.17,6.814,,1.861,,0.95,,,,,MAGDALENA,
13.544,29/09/2015,BOLÍVAR,SAN JACINTO,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,6.85,2.8,3.68,4.3,,,17.72,4.99,0.3,0.61,23.62,0.5,12.74,2.782,3.113,,0.46,,,,,BOLIVAR,
13.545,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Plano,Regular drenaje,No indica,No indica,6.77,2.85,29.31,7.56,,,17.42,8.06,0.72,0.6,26.8,0.62,23.78,1.915,5.798,1.829,0.4,,,,,MAGDALENA,
13.546,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,6.68,2.59,8.59,15.72,,,22.42,13.57,0.69,0.62,37.29,1.25,19.38,1.774,4.291,1.274,0.53,,,,,MAGDALENA,
13.547,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,7.18,4.059,23.27,13.11,,,20.2,5.08,0.87,1.02,27.17,0.86,7.822,,2.236,,0.86,,,,,MAGDALENA,
13.548,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,7.88,3.68,124.0,14.09,,,27.77,4.7,1.28,0.8,34.54,1.02,8.281,,1.056,,0.75,,,,,MAGDALENA,
13.549,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,7.37,4.19,21.1,12.62,,,24.33,8.21,0.96,0.94,34.44,0.64,5.043,,2.383,,0.62,,,,,MAGDALENA,
13.551,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,6.67,3.83,13.31,10.5,,,20.86,7.69,0.62,1.6,30.77,0.82,16.03,1.189,4.003,1.369,0.64,,,,,MAGDALENA,
13.552,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Ondulado,Buen drenaje,No indica,No indica,7.38,2.63,62.4,5.44,,,18.46,8.38,0.46,1.23,28.53,1.09,9.977,,3.766,,0.46,,,,,MAGDALENA,
13.553,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,6.83,2.75,6.82,14.42,,,19.29,12.94,0.86,2.09,35.17,0.84,13.04,,2.46,,0.64,,,,,MAGDALENA,
13.554,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Plano,Buen drenaje,No indica,No indica,6.76,2.65,36.5,4.95,,,40.83,4.83,0.83,2.25,48.73,0.77,21.59,1.772,5.684,1.617,0.42,,,,,MAGDALENA,
13.555,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,6.0,2.17,5.019,32.9,,,22.3,9.74,0.52,1.83,34.39,1.26,11.71,1.572,2.757,,0.13,,,,,MAGDALENA,
13.556,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,No indica,Buen drenaje,No indica,No indica,6.58,3.48,14.2,14.58,,,20.69,10.44,0.78,1.72,33.63,0.84,15.9,1.24,5.057,1.258,0.569,,,,,MAGDALENA,
13.557,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,5.76,3.72,26.24,22.26,,,18.22,6.5,0.66,1.61,26.99,1.43,86.14,,,,0.71,,,,,MAGDALENA,
13.56,29/09/2015,BOLÍVAR,SAN JACINTO,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,8.01,1.95,41.86,5.44,,,51.2,3.85,0.89,0.59,56.53,0.74,12.24,1.118,3.025,,0.73,,,,,BOLIVAR,
13.561,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Plano,Regular drenaje,No indica,No indica,7.17,3.69,30.57,22.42,,,13.06,8.18,0.8,1.22,23.26,1.4,39.99,,2.712,,0.62,,,,,MAGDALENA,
13.563,29/09/2015,SUCRE,PALMITO,Millo,Por establecer,No indica,Ondulado,Buen drenaje,No Tiene,TRONADOR,5.69,1.03,2.069,3.81,,,7.02,3.53,,0.91,11.54,0.23,85.26,3.668,16.09,,0.22,,,,,SUCRE,
13.564,29/09/2015,SUCRE,PALMITO,Millo,Por establecer,No indica,Plano,Buen drenaje,No Tiene,Ninguno,8.38,1.72,2.72,4.3,,,29.57,2.67,0.27,0.5,33.01,0.66,6.104,1.292,,,0.289,,,,,SUCRE,
13.565,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Ondulado,Buen drenaje,No indica,No indica,8.029,2.74,23.99,15.24,,,16.55,15.21,0.67,0.92,33.36,1.0,5.783,,1.421,,0.79,,,,,MAGDALENA,
13.566,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,7.84,2.67,23.62,12.3,,,41.67,5.82,0.66,1.26,49.41,1.139,8.17,,2.048,,0.51,,,,,MAGDALENA,
13.567,29/09/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,6.63,2.91,4.269,13.77,,,22.19,4.19,0.6,1.2,28.18,1.3,20.4,1.655,4.067,1.381,0.55,,,,,MAGDALENA,
13.568,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,Plano,Buen drenaje,No Tiene,NO,5.91,1.59,3.81,2.83,,,7.75,2.69,0.14,0.16,10.74,0.33,99.53,2.153,8.554,1.391,0.13,,,,,MAGDALENA,
13.569,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,Plano,Buen drenaje,No indica,No indica,5.76,0.93,2.63,3.48,,,3.63,1.47,0.19,0.15,5.44,0.18,69.43,1.286,10.59,,0.13,,,,,MAGDALENA,
13.57,28/09/2015,SUCRE,SANTIAGO DE TOLÚ,Millo,Por establecer,No indica,Plano,Buen drenaje,No Tiene,NO,6.53,1.71,21.49,3.32,,,15.58,3.5,0.68,0.23,19.98,0.2,99.9,3.809,5.035,1.262,0.22,,,,,SUCRE,
13.571,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,Pendiente,Buen drenaje,No indica,No indica,5.83,2.39,2.46,5.77,,,13.38,8.48,0.59,0.81,23.25,0.579,78.07,1.512,9.961,1.252,0.2,,,,,MAGDALENA,
13.572,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,Plano,Buen drenaje,No Tiene,NO,6.21,1.23,7.43,2.83,,,7.49,1.68,0.16,0.11,9.44,0.2,91.29,2.06,7.988,1.873,0.18,,,,,MAGDALENA,
13.573,28/09/2015,SUCRE,SAN BENITO ABAD,Pastos,Por establecer,No indica,Plano,Buen drenaje,No Tiene,NO,5.29,1.01,2.279,2.34,1.558,1.149,2.52,0.87,,0.289,5.278,0.11,94.72,1.657,10.75,,0.16,,,,,SUCRE,
13.574,28/09/2015,SUCRE,SAN BENITO ABAD,Pastos,Por establecer,No indica,Plano,Buen drenaje,No Tiene,NO,5.01,0.78,1.82,3.15,1.378,1.07,1.1,0.54,,0.1,3.138,0.12,75.49,1.651,8.43,,0.18,,,,,SUCRE,
13.575,28/09/2015,SUCRE,SAN BENITO ABAD,Pastos,Por establecer,No indica,Plano,Buen drenaje,No Tiene,NO,4.93,0.55,3.24,5.6,0.439,0.31,1.55,0.74,0.16,0.11,2.999,0.16,116.8,1.072,10.65,,0.18,,,,,SUCRE,
13.576,28/09/2015,BOLÍVAR,CALAMAR,Millo,Por establecer,No indica,Plano,Regular drenaje,No Tiene,Ninguno,6.53,2.09,15.78,6.42,,,15.87,12.21,0.71,2.27,31.06,0.69,69.75,5.86,8.848,1.823,0.24,,,,,BOLIVAR,
13.577,28/09/2015,BOLÍVAR,CALAMAR,Millo,Por establecer,No indica,Plano,Regular drenaje,No Tiene,Ninguno,5.87,1.73,29.69,17.19,,,18.68,10.08,0.94,2.069,31.77,1.25,64.37,6.661,7.758,2.446,0.31,,,,,BOLIVAR,
13.578,28/09/2015,BOLÍVAR,CALAMAR,Millo,Por establecer,No indica,Plano,Regular drenaje,No Tiene,Ninguno,7.27,2.98,11.95,7.73,,,13.1,7.0,0.46,0.289,20.85,0.6,13.91,2.613,1.91,,0.44,,,,,BOLIVAR,
13.579,28/09/2015,BOLÍVAR,ARROYOHONDO,Millo,Por establecer,No indica,Plano,Regular drenaje,No indica,Ninguno,5.82,1.94,4.62,6.75,,,9.09,7.77,0.8,0.66,18.32,0.52,54.97,4.168,10.4,1.579,0.35,,,,,BOLIVAR,
13.58,28/09/2015,BOLÍVAR,CALAMAR,Millo,Por establecer,No indica,Ondulado,Regular drenaje,No Tiene,Ninguno,5.98,2.549,19.75,9.52,,,16.63,8.51,1.01,0.91,27.06,0.72,114.7,5.897,14.53,2.5,0.31,,,,,BOLIVAR,
13.581,28/09/2015,BOLÍVAR,CALAMAR,Millo,Por establecer,No indica,Plano,Regular drenaje,No Tiene,Ninguno,6.01,2.82,23.34,8.05,,,20.04,13.5,0.95,0.73,35.22,0.48,87.41,5.288,9.071,2.46,0.33,,,,,BOLIVAR,
13.582,28/09/2015,BOLÍVAR,CALAMAR,Millo,Por establecer,No indica,Plano,Regular drenaje,No Tiene,No indica,6.69,2.68,14.65,8.21,,,15.62,7.39,0.36,0.86,24.22,0.6,37.66,3.589,3.827,1.923,0.13,,,,,BOLIVAR,
13.583,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,Plano,Buen drenaje,No Tiene,Ninguno,5.39,0.41,5.05,4.62,0.189,0.0,1.88,0.73,0.15,0.17,3.119,0.18,92.67,,9.49,,0.16,,,,,MAGDALENA,
13.584,28/09/2015,BOLÍVAR,CALAMAR,Millo,Por establecer,No indica,Plano,Regular drenaje,No Tiene,Ninguno,7.68,2.95,55.09,10.34,,,12.01,3.63,0.6,0.05,16.29,0.64,10.51,2.125,1.611,,0.66,,,,,BOLIVAR,
13.585,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,Ondulado,Buen drenaje,No Tiene,No indica,5.4,1.4,4.11,6.26,0.069,0.0,8.699,2.2,0.16,0.09,11.21,0.33,163.0,1.395,9.603,,0.2,,,,,MAGDALENA,
13.586,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,Plano,Buen drenaje,No Tiene,NO,6.24,0.59,3.26,11.32,,,4.99,1.159,,0.02,6.24,0.12,39.29,,3.226,,0.16,,,,,MAGDALENA,
13.587,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,Plano,Regular drenaje,No indica,No indica,5.27,1.83,11.11,9.85,0.149,0.0,11.71,4.519,0.35,0.38,17.1,0.68,197.9,3.823,27.46,4.612,0.18,,,,,MAGDALENA,
13.588,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,No indica,Buen drenaje,No Tiene,NO,6.96,2.21,6.94,6.26,,,15.18,2.529,0.31,0.49,18.5,0.24,55.96,2.18,4.174,,0.24,,,,,MAGDALENA,
13.589,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,Ondulado,Buen drenaje,No Tiene,NO,6.69,2.44,6.36,9.36,,,15.14,8.99,0.28,1.65,26.06,0.69,30.77,1.731,7.982,,0.13,,,,,MAGDALENA,
13.59,28/09/2015,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,Millo,Por establecer,No indica,Plano,Buen drenaje,No indica,No indica,5.5,1.0,3.78,16.54,,,5.48,1.47,0.09,0.15,7.19,0.26,80.27,1.074,9.108,1.195,0.13,,,,,MAGDALENA,
13.591,28/09/2015,BOLÍVAR,CALAMAR,Millo,Por establecer,No indica,Plano,Regular drenaje,No Tiene,Ninguno,5.8,1.53,16.32,16.54,,,11.03,7.42,0.52,0.88,19.84,1.139,92.43,3.769,21.48,3.382,0.38,,,,,BOLIVAR,
13.593,28/09/2015,SUCRE,SAN BENITO ABAD,Millo,Por establecer,No indica,Plano,Regular drenaje,No Tiene,NO,4.98,0.81,1.89,2.009,0.759,0.59,1.03,0.37,,0.08,2.319,0.11,48.57,8.521,11.67,8.717,0.16,,,,,SUCRE,
13.6,6/10/2015,BOLÍVAR,MAHATES,Naranja,Por establecer,No indica,Plano,Buen drenaje,Goteo,Ninguno,6.2,5.302,10.8,9.473,,,20.41,9.568,0.556,0.34,30.88,0.273,28.35,6.218,7.727,1.474,0.102,,,,,BOLIVAR,
13.612,6/10/2015,BOLÍVAR,MAHATES,Naranja,Por establecer,No indica,Plano,Buen drenaje,Goteo,Ninguno,6.11,4.63,13.53,7.227,,,18.14,11.06,0.587,0.315,30.1,0.282,33.58,7.35,10.7,1.632,0.52,,,,,BOLIVAR,
13.615,6/10/2015,BOLÍVAR,MAHATES,Naranja,Por establecer,No indica,Plano,Buen drenaje,Goteo,Ninguno,6.11,5.206,9.458,9.223,,,23.99,11.18,0.594,0.366,36.14,0.302,25.44,6.798,10.66,1.413,0.127,,,,,BOLIVAR,
13.616,6/10/2015,BOLÍVAR,MAHATES,Naranja,Por establecer,No indica,Plano,Buen drenaje,Goteo,Ninguno,6.21,4.15,9.949,8.974,,,19.97,10.69,0.467,0.195,31.33,0.25,27.05,5.899,9.046,1.208,0.102,,,,,BOLIVAR,
13.625,5/10/2015,BOLÍVAR,MARÍA LA BAJA,Pastos,Por establecer,No indica,Plano,No indica,No indica,No indica,6.83,1.378,12.24,7.227,,,13.85,6.937,0.118,0.253,21.15,0.221,62.31,4.15,2.726,,0.372,,,,,BOLIVAR,
13.627,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Plano,No indica,No Tiene,NO,6.54,1.666,4.49,4.232,,,20.41,8.763,0.123,0.634,29.94,0.219,11.7,,2.326,,0.127,,,,,SUCRE,
13.628,5/10/2015,MAGDALENA,GUAMAL,Millo,Por establecer,No indica,Plano,No indica,No Tiene,Ninguno,5.67,1.066,14.94,12.71,,,2.854,1.187,0.111,0.445,4.598,0.222,461.6,,9.685,1.798,0.274,,,,,MAGDALENA,
13.629,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Plano,No indica,No Tiene,NO,7.24,1.474,6.019,4.232,,,38.63,19.0,0.219,0.697,58.55,0.377,7.49,,1.433,,0.102,,,,,SUCRE,
13.63,5/10/2015,MAGDALENA,GUAMAL,Millo,Por establecer,No indica,Pendiente,No indica,No Tiene,Ninguno,6.72,0.73,5.104,3.234,,,11.02,1.973,,0.155,13.19,0.249,15.23,,1.268,,0.225,,,,,MAGDALENA,
13.631,5/10/2015,MAGDALENA,GUAMAL,Millo,Por establecer,No indica,Plano,Regular drenaje,No Tiene,Ninguno,5.59,1.234,5.473,5.23,,,8.157,3.811,0.146,0.188,12.3,0.212,92.84,1.282,11.67,1.678,0.225,,,,,MAGDALENA,
13.633,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Plano,No indica,No Tiene,NO,7.27,1.882,7.452,3.234,,,19.61,11.25,0.122,0.272,31.27,0.25,6.282,,1.776,,0.839,,,,,SUCRE,
13.634,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Ondulado,No indica,No Tiene,NO,6.61,1.33,4.367,3.983,,,18.88,7.071,,0.288,26.29,0.182,25.05,,3.929,,0.323,,,,,SUCRE,
13.635,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Plano,No indica,No Tiene,NO,7.34,1.45,72.67,4.731,,,21.14,3.136,0.194,0.63,25.1,0.215,7.149,,2.98,,0.372,,,,,SUCRE,
13.636,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Ondulado,No indica,No Tiene,NO,6.58,1.162,14.72,7.227,,,21.05,11.11,0.172,0.485,32.82,0.228,11.4,,2.198,,0.839,,,,,SUCRE,
13.637,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Ondulado,No indica,No Tiene,Ninguno,6.92,1.378,4.558,4.232,,,29.12,12.95,0.123,0.576,42.78,0.177,9.789,,2.629,,0.2,,,,,SUCRE,
13.638,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Pendiente,No indica,No Tiene,Ninguno,7.38,1.378,5.473,3.483,,,28.57,9.058,0.111,0.383,38.13,0.217,,,1.12,,0.299,,,,,SUCRE,
13.639,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Plano,No indica,No Tiene,NO,6.68,2.017,4.094,4.482,,,21.15,14.18,0.192,0.372,35.9,0.206,8.154,,2.95,,0.2,,,,,SUCRE,
13.64,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Plano,No indica,No Tiene,NO,6.43,1.937,6.701,12.71,,,22.09,12.45,0.271,2.375,37.2,0.639,20.46,1.348,3.279,,0.397,,,,,SUCRE,
13.641,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Plano,No indica,No Tiene,NO,6.76,1.977,3.985,8.474,,,28.49,12.72,0.192,0.361,41.77,0.2,7.467,,2.097,,0.323,,,,,SUCRE,
13.642,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Ondulado,No indica,No Tiene,NO,6.7,1.21,4.149,6.728,,,18.52,8.361,0.149,1.165,28.19,0.204,17.49,,3.03,,0.102,,,,,SUCRE,
13.643,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Ondulado,No indica,No Tiene,Ninguno,6.72,1.09,5.063,7.476,,,13.8,5.944,,0.903,20.7,0.216,25.18,,2.477,,0.397,,,,,SUCRE,
13.644,5/10/2015,SUCRE,SAMPUÉS,Millo,Por establecer,No indica,Ondulado,No indica,No Tiene,NO,6.73,1.306,4.012,4.731,,,18.97,4.406,,0.231,23.68,0.202,15.71,,1.663,,0.2,,,,,SUCRE,
13.653,6/10/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Plano,Regular drenaje,No indica,No indica,7.22,2.805,26.31,18.2,,,18.1,10.12,0.37,1.17,29.77,1.088,22.14,1.173,1.562,1.368,0.372,,,,,MAGDALENA,
13.654,6/10/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,No indica,No indica,No indica,7.13,4.198,43.01,14.46,,,22.69,9.478,0.716,0.849,33.74,0.668,13.42,1.232,1.622,1.339,0.544,,,,,MAGDALENA,
13.656,6/10/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,No indica,No indica,No indica,7.3,2.132,25.34,18.7,,,20.25,10.73,0.358,1.113,32.46,1.096,20.28,1.208,2.036,1.078,0.249,,,,,MAGDALENA,
13.657,6/10/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Plano,Regular drenaje,No indica,No indica,6.88,2.084,9.089,12.71,,,15.3,11.72,0.259,1.943,29.22,0.761,12.62,1.385,3.187,,0.446,,,,,MAGDALENA,
13.659,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Regular drenaje,No Tiene,NO,5.73,1.186,44.26,134.4,,,110.3,11.52,0.778,1.672,124.3,1.136,36.58,2.446,2.803,2.006,0.348,,,,,MAGDALENA,Sorgo
13.66,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Mal drenaje,No Tiene,NO,7.95,1.57,25.87,27.4,,,35.99,14.75,0.534,1.236,52.51,1.241,7.199,1.161,6.041,,0.372,,,,,MAGDALENA,Sorgo
13.661,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Mal drenaje,No Tiene,NO,6.98,1.858,30.83,41.12,,,32.85,16.44,0.525,0.253,50.07,1.437,44.01,1.05,2.434,,0.323,,,,,MAGDALENA,Sorgo
13.662,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Mal drenaje,No Tiene,NO,7.78,1.762,36.01,11.96,,,16.67,5.436,0.383,0.064,22.56,1.146,10.26,2.243,12.3,1.854,0.446,,,,,MAGDALENA,Sorgo
13.663,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Mal drenaje,No Tiene,NO,8.199,1.474,42.33,43.62,,,12.79,5.703,0.38,0.083,18.96,0.822,40.15,1.358,3.522,,0.102,,,,,MAGDALENA,Sorgo
13.664,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Mal drenaje,No Tiene,NO,8.08,1.426,80.31,31.14,,,22.09,6.832,1.089,0.913,30.93,1.984,8.444,1.331,2.202,,0.79,,,,,MAGDALENA,Sorgo
13.665,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Mal drenaje,No Tiene,NO,8.22,1.33,42.64,23.44,,,12.68,3.952,0.643,0.07,17.35,1.13,9.441,,3.472,,0.569,,,,,MAGDALENA,Sorgo
13.666,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Mal drenaje,No Tiene,NO,8.16,2.027,60.4,20.45,,,19.36,7.395,0.634,0.115,27.51,1.062,,,2.448,,0.421,,,,,MAGDALENA,Sorgo
13.668,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Mal drenaje,No Tiene,NO,7.29,1.234,59.06,65.62,,,17.35,6.378,0.931,0.019,24.68,0.992,23.24,3.002,1.645,1.98,0.716,,,,,MAGDALENA,Sorgo
13.669,6/10/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,No indica,No indica,No indica,7.22,2.469,18.56,17.95,,,19.86,12.72,0.271,1.673,34.53,1.31,10.8,1.039,4.544,,0.544,,,,,MAGDALENA,
13.67,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Mal drenaje,No Tiene,NO,6.62,1.594,8.844,30.18,,,17.91,15.73,0.423,1.962,36.03,1.083,11.04,1.421,1.988,,0.299,,,,,MAGDALENA,Sorgo
13.976,25/09/2015,SUCRE,SINCELEJO,Millo,Por establecer,No indica,Ligeramente ondulado,Buen drenaje,No Tiene,NO,7.7,2.17,34.5,3.74,,,35.65,6.25,0.587,0.183,42.67,0.171,14.25,,1.798,,0.32,,,,,SUCRE,
13.687,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Ondulado,Mal drenaje,No Tiene,NO,8.1,1.33,82.43,16.17,,,25.63,15.98,0.551,0.235,42.4,0.724,5.958,1.117,3.35,,1.134,,,,,MAGDALENA,Sorgo
13.688,6/10/2015,MAGDALENA,TENERIFE,Sorgo,Por establecer,No indica,Plano,Regular drenaje,No Tiene,NO,7.17,2.147,56.37,56.38,,,19.53,17.54,1.679,2.012,40.77,0.253,17.8,,2.738,3.098,0.471,,,,,MAGDALENA,Sorgo
13.689,6/10/2015,MAGDALENA,PEDRAZA,Millo,Por establecer,No indica,Pendiente,No indica,No indica,No indica,7.56,2.949,27.1,17.95,,,43.33,7.029,0.521,0.597,51.48,1.61,10.79,1.02,1.925,,0.446,,,,,MAGDALENA,
13.69,6/10/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Plano,Regular drenaje,No indica,No indica,7.89,2.373,48.68,26.15,,,42.98,9.112,1.685,1.466,55.25,0.741,6.552,1.14,1.376,,0.938,,,,,MAGDALENA,
13.691,6/10/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Plano,No indica,No indica,No indica,6.05,2.421,9.676,24.19,,,13.64,10.51,0.512,2.016,26.68,0.511,52.11,2.076,12.75,1.265,0.274,,,,,MAGDALENA,
13.692,6/10/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,No indica,No indica,No indica,7.24,2.517,15.74,12.21,,,20.73,8.791,0.232,0.687,30.44,0.552,,,1.208,,0.471,,,,,MAGDALENA,
13.693,6/10/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Plano,No indica,No indica,No indica,7.23,2.709,27.07,13.71,,,21.92,9.315,0.608,0.429,32.28,1.158,8.614,,1.373,,0.421,,,,,MAGDALENA,
13.694,6/10/2015,MAGDALENA,CONCORDIA,Millo,Por establecer,No indica,Pendiente,Regular drenaje,No indica,No indica,6.94,2.661,23.65,18.7,,,22.22,12.13,0.442,1.13,35.92,0.975,15.45,1.081,2.206,,0.79,,,,,MAGDALENA,
