No,Fecha de registro,departamento revisado,municipio revisado,Cultivo,Variedad o hibrido,Edad del cultivo (AÑOS),"Parte de la planta a analizar (toda la planta, parte aérea, raíz, tubérculo, tallo, hoja, flor, fruto, semilla)","Sintomatología (tamaño, color, deformación)",Fertilizantes aplicados anteriormente,"Rendimiento del cultivo (bueno, regular, malo)",Nitrógeno (N) % STD,Fósforo (P) % STD,Potasio (K) % STD,Calcio (Ca) % STD,Magnesio (Mg) % STD,Sodio (Na) % STD,Azufre (S) % STD,Hierro (Fe) mg/kg STD,Cobre (Cu) mg/kg STD,Manganeso (Mn) mg/kg STD,Zinc (Zn) mg/kg STD,Boro (B) mg/kg STD,_depto_norm,_cultivo_norm
"5,201",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.47,0.36,2.15,0.78,0.22,0.04,0.19,134.95,10.69,26.46,10.55,21.18,CORDOBA,Batata
"5,202",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.4,0.26,1.48,0.15,0.09,0.12,0.09,245.15,7.57,11.13,12.47,11.22,CORDOBA,Batata
"5,203",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.47,0.43,3.29,0.61,0.34,,0.34,666.31,11.16,49.4,15.92,57.81,CORDOBA,Batata
"5,204",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.87,0.35,2.01,0.49,0.19,0.04,0.16,285.57,12.31,21.85,10.84,21.69,CORDOBA,Batata
"5,205",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,1.0,0.3,1.75,0.21,0.1,0.1,0.1,356.3,11.2,12.66,14.68,11.73,CORDOBA,Batata
"5,206",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,HOJAS,NO INDICA,NO INDICA,NO INDICA,2.13,0.47,3.75,0.81,0.33,,0.35,667.16,8.23,82.92,16.32,54.77,CORDOBA,Batata
"5,207",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,TALLOS,NO INDICA,NO INDICA,NO INDICA,0.66,0.4,2.0,0.64,0.19,0.03,0.16,88.09,9.44,26.35,9.76,19.33,CORDOBA,Batata
"5,208",2019 Oct 09 12:00:00 AM,CÓRDOBA,CERETÉ,BATATA,AURORA,NO INDICA,RAIZ,NO INDICA,NO INDICA,NO INDICA,0.89,0.27,1.58,0.17,0.08,0.08,0.09,309.58,7.43,10.52,11.61,10.04,CORDOBA,Batata
"5,229",2019 Aug 02 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,HOJAS,SANA,SI,NO INDICA,1.67,0.26,1.86,0.34,0.14,,0.15,596.68,3.85,1143.05,40.72,5.05,CESAR,Arroz
"5,230",2019 Aug 02 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,HOJAS,SANA,SI,NO INDICA,1.36,0.21,1.86,0.31,0.14,,0.13,875.15,2.7,1030.24,50.88,5.71,CESAR,Arroz
"5,231",2019 Aug 02 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,HOJAS,SANA,SI,NO INDICA,1.46,0.21,2.01,0.31,0.16,,0.14,436.68,3.96,1366.69,38.54,4.06,CESAR,Arroz
"5,232",2019 Aug 02 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,TALLOS,SANA,SI,NO INDICA,0.55,0.3,2.03,0.06,0.11,0.03,0.1,277.13,4.33,544.43,54.11,3.24,CESAR,Arroz
"5,233",2019 Aug 02 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,TALLOS,SANA,SI,NO INDICA,0.57,0.33,2.38,0.06,0.13,0.05,0.1,470.74,4.82,498.09,55.91,4.56,CESAR,Arroz
"5,234",2019 Aug 02 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,TALLOS,SANA,SI,NO INDICA,0.56,0.3,2.31,0.06,0.13,0.04,0.1,189.32,5.74,630.72,61.94,4.39,CESAR,Arroz
"5,235",2019 Aug 02 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,RAIZ,SANA,SI,NO INDICA,0.56,0.18,0.83,0.47,0.36,0.13,0.23,23036.51,22.43,726.4,124.44,6.2,CESAR,Arroz
"5,236",2019 Aug 02 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,RAIZ,SANA,SI,NO INDICA,0.56,0.2,0.72,0.41,0.32,0.18,0.21,21147.66,18.3,701.83,84.13,5.38,CESAR,Arroz
"5,237",2019 Aug 02 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,RAIZ,SANA,SI,NO INDICA,0.57,0.14,0.81,0.36,0.25,0.2,0.24,12888.0,26.89,598.6,104.18,7.02,CESAR,Arroz
"5,275",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.14,0.1,0.9,1.9,0.39,,0.19,94.47,4.32,38.77,11.08,60.88,MAGDALENA,Mango
"5,276",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.46,0.1,0.72,2.17,0.29,,0.18,171.88,3.98,42.21,9.44,121.12,MAGDALENA,Mango
"5,277",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.7,0.1,0.76,1.86,0.34,,0.2,145.09,6.26,44.43,9.8,85.0,MAGDALENA,Mango
"5,278",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.5,0.11,0.8,1.72,0.36,,0.19,167.03,4.08,97.31,9.59,55.62,MAGDALENA,Mango
"5,279",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.68,0.11,0.73,2.1,0.33,,0.2,145.55,7.24,187.16,14.89,77.46,MAGDALENA,Mango
"5,280",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.64,0.1,0.79,1.99,0.29,,0.2,192.57,5.0,211.04,13.66,65.97,MAGDALENA,Mango
"5,281",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.66,0.14,0.78,1.73,0.4,,0.2,144.65,9.9,155.44,14.07,51.68,MAGDALENA,Mango
"5,282",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.75,0.13,0.77,2.31,0.36,,0.21,355.39,7.91,96.7,11.96,60.88,MAGDALENA,Mango
"5,283",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.57,0.14,0.8,1.9,0.26,,0.2,210.55,7.94,120.28,10.81,51.85,MAGDALENA,Mango
"5,284",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.54,0.14,0.95,1.61,0.27,,0.19,161.15,7.64,72.9,11.61,46.92,MAGDALENA,Mango
"5,285",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.53,0.13,0.72,2.06,0.31,,0.2,126.15,9.9,95.5,13.39,58.42,MAGDALENA,Mango
"5,286",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.39,0.22,0.03,1.22,0.28,,0.17,118.81,6.23,89.05,15.89,24.26,MAGDALENA,Mango
"5,287",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.32,0.14,0.8,2.08,0.35,,0.21,329.02,5.91,106.5,12.09,26.56,MAGDALENA,Mango
"5,288",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.43,0.14,0.96,1.71,0.26,,0.17,163.07,7.72,98.89,15.35,21.66,MAGDALENA,Mango
"5,289",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.59,0.17,0.94,1.81,0.39,,0.13,285.99,5.44,155.94,12.06,42.98,MAGDALENA,Mango
"5,290",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.32,0.12,0.6,1.82,0.34,0.03,0.19,136.06,3.69,208.18,10.06,29.52,MAGDALENA,Mango
"5,291",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.46,0.14,0.8,1.96,0.19,,0.19,79.9,3.14,207.85,12.31,28.2,MAGDALENA,Mango
"5,292",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.39,0.12,0.72,1.75,0.28,,0.19,85.4,4.01,175.39,11.29,26.07,MAGDALENA,Mango
"5,293",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,0.98,0.11,0.74,2.15,0.22,0.05,0.19,82.6,3.37,149.96,11.06,32.64,MAGDALENA,Mango
"5,294",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,0.89,0.2,1.56,1.37,0.27,,0.17,134.87,10.05,53.37,14.64,22.62,MAGDALENA,Mango
"5,295",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.13,0.12,0.77,2.1,0.36,0.05,0.21,95.05,11.57,108.81,10.31,88.28,MAGDALENA,Mango
"5,296",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.04,0.09,0.72,2.26,0.29,0.05,0.19,117.02,4.74,88.51,8.26,35.43,MAGDALENA,Mango
"5,297",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.65,0.12,0.74,1.75,0.36,0.03,0.19,119.05,8.68,101.94,10.73,70.03,MAGDALENA,Mango
"5,298",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.33,0.14,0.86,2.29,0.35,,0.21,90.25,6.19,173.29,13.52,15.39,MAGDALENA,Mango
"5,299",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.47,0.12,0.75,2.77,0.31,,0.21,98.73,6.25,258.8,13.14,18.02,MAGDALENA,Mango
"5,300",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.35,0.13,0.81,1.94,0.2,,0.18,78.83,4.22,128.62,11.45,15.56,MAGDALENA,Mango
"5,301",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.15,0.13,0.74,2.27,0.3,,0.19,100.94,3.71,137.34,11.24,14.41,MAGDALENA,Mango
"5,302",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.37,0.19,0.94,2.08,0.19,,0.22,180.61,9.48,127.47,11.68,35.26,MAGDALENA,Mango
"5,303",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.61,0.14,0.9,2.34,0.18,,0.22,143.94,9.07,72.48,10.95,21.8,MAGDALENA,Mango
"5,304",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.68,0.17,0.89,1.77,0.2,,0.18,192.28,3.93,60.87,10.94,34.28,MAGDALENA,Mango
"5,305",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,HOJAS,NO INDICA,NO INDICA,BUENO,1.43,0.17,0.86,2.43,0.27,,0.21,281.05,9.32,59.79,12.89,63.84,MAGDALENA,Mango
"5,306",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.6,0.09,0.7,0.11,0.07,,0.04,13.36,7.75,,4.86,13.75,MAGDALENA,Mango
"5,307",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.47,0.07,0.85,0.09,0.06,,0.03,6.66,2.56,,2.86,13.1,MAGDALENA,Mango
"5,308",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.43,0.07,0.97,0.11,0.09,,0.04,14.58,5.13,,3.71,11.12,MAGDALENA,Mango
"5,309",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.45,0.07,0.82,0.14,0.07,,0.03,19.1,5.99,7.13,3.6,10.96,MAGDALENA,Mango
"5,310",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.76,0.14,0.78,0.08,0.1,,0.06,23.79,10.8,,9.03,8.17,MAGDALENA,Mango
"5,311",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.59,0.11,0.72,0.13,0.08,,0.05,13.65,5.44,,4.91,9.65,MAGDALENA,Mango
"5,312",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.48,0.08,0.89,0.16,0.08,,0.04,12.87,7.74,,3.59,9.81,MAGDALENA,Mango
"5,313",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.59,0.11,0.93,0.25,0.1,,0.05,52.08,8.24,9.79,6.24,13.75,MAGDALENA,Mango
"5,314",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.58,0.13,0.97,0.21,0.1,,0.05,35.3,14.08,8.2,7.6,10.63,MAGDALENA,Mango
"5,315",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.51,0.09,0.97,0.13,0.08,,0.04,16.31,4.38,,5.34,10.8,MAGDALENA,Mango
"5,316",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.62,0.1,1.13,0.09,0.08,,0.04,19.09,8.47,,5.21,9.48,MAGDALENA,Mango
"5,317",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.52,0.1,1.02,0.1,0.07,,0.04,16.7,6.38,,4.27,6.2,MAGDALENA,Mango
"5,318",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.49,0.11,0.71,0.11,0.09,,0.05,13.01,9.35,6.63,5.36,5.87,MAGDALENA,Mango
"5,319",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.4,0.1,1.0,0.14,0.08,,0.04,15.48,5.02,7.1,3.87,6.2,MAGDALENA,Mango
"5,320",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.62,0.11,1.05,0.13,0.1,,0.05,31.66,7.55,8.57,5.13,5.21,MAGDALENA,Mango
"5,321",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.45,0.08,0.89,0.12,0.08,,0.04,19.32,4.95,,4.89,6.03,MAGDALENA,Mango
"5,322",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.27,0.08,0.85,0.12,0.07,,0.03,18.34,5.12,,4.94,6.2,MAGDALENA,Mango
"5,323",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.47,0.11,0.79,0.13,0.1,,0.04,19.9,7.59,6.72,7.18,6.53,MAGDALENA,Mango
"5,324",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.38,0.08,0.75,0.11,0.06,,0.03,10.65,2.5,,2.28,8.01,MAGDALENA,Mango
"5,325",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.41,0.09,0.87,0.17,0.1,,0.04,17.83,6.15,7.39,4.54,12.11,MAGDALENA,Mango
"5,326",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.65,0.11,0.64,0.12,0.1,,0.05,15.67,5.92,,5.97,9.81,MAGDALENA,Mango
"5,327",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.27,0.07,0.76,0.13,0.08,,0.04,48.0,4.47,,3.25,11.12,MAGDALENA,Mango
"5,328",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.38,0.08,0.73,0.1,0.06,,0.03,18.45,2.09,,3.15,6.03,MAGDALENA,Mango
"5,329",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.29,0.09,0.86,0.16,0.07,,0.04,50.89,2.93,11.63,3.47,5.87,MAGDALENA,Mango
"5,330",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.55,0.07,0.79,0.16,0.08,,0.03,227.79,3.3,10.55,3.62,6.36,MAGDALENA,Mango
"5,331",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.7,0.09,0.78,0.18,0.07,,0.04,34.6,2.77,10.88,3.8,6.2,MAGDALENA,Mango
"5,332",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.49,0.12,0.8,0.11,0.07,,0.05,20.36,15.7,6.61,7.04,6.53,MAGDALENA,Mango
"5,333",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.54,0.09,0.99,0.19,0.06,,0.04,12.04,4.07,,3.35,6.36,MAGDALENA,Mango
"5,334",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.67,0.1,1.01,0.14,0.06,,0.04,16.19,4.38,,3.48,10.89,MAGDALENA,Mango
"5,335",2019 Aug 13 12:00:00 AM,MAGDALENA,SANTA MARTA,MANGO,AZUCAR,NO INDICA,FRUTO,NO INDICA,NO INDICA,BUENO,0.51,0.14,1.16,0.17,0.08,,0.05,17.1,5.43,5.72,4.64,9.81,MAGDALENA,Mango
"5,407",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,HOJAS,SANA,"0-0-60, 18-46-0, 60",BUENO,0.67,0.16,1.3,0.38,0.11,,0.06,597.5,1.74,1030.97,51.85,3.23,CESAR,Arroz
"5,408",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,HOJAS,SANA,"46-0-0, 0-0-60",BUENO,0.65,0.16,1.34,0.49,0.13,,0.08,575.51,2.2,1580.5,42.14,3.07,CESAR,Arroz
"5,409",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,HOJAS,SANA,"46-0-0, 0-0-60",BUENO,0.59,0.13,1.28,0.41,0.11,0.03,0.07,737.79,1.87,1078.78,74.88,5.28,CESAR,Arroz
"5,410",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,TALLOS,SANA,"46-0-0, 0-0-60",BUENO,0.34,0.15,2.75,0.08,0.09,0.08,0.07,257.5,4.7,480.97,56.72,1.18,CESAR,Arroz
"5,411",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,TALLOS,SANA,"46-0-0, 0-0-60",BUENO,0.29,0.17,3.03,0.08,0.12,0.06,0.1,217.41,7.15,680.33,65.59,1.02,CESAR,Arroz
"5,412",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,TALLOS,SANA,"46-0-0, 0-0-60",BUENO,0.26,0.15,3.1,0.08,0.09,0.08,0.08,217.56,5.39,493.79,61.49,,CESAR,Arroz
"5,413",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,RAIZ,SANA,"0-0-60, 18-46-0, 60",BUENO,0.55,0.18,0.63,0.4,0.26,0.16,0.2,19060.46,26.23,561.04,125.94,,CESAR,Arroz
"5,414",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,RAIZ,SANA,"46-0-0, 0-0-60",BUENO,0.48,0.21,0.7,0.38,0.26,0.19,0.25,20707.43,26.87,627.66,65.11,1.18,CESAR,Arroz
"5,415",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,RAIZ,SANA,"46-0-0, 0-0-60",BUENO,0.62,0.15,0.59,0.46,0.28,0.15,0.21,16488.73,29.22,629.74,108.72,,CESAR,Arroz
"5,416",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,PANÍCULAS,SANA,"60, 18-46-0, 60",NO INDICA,0.81,0.59,0.62,0.06,0.21,,0.07,347.25,3.47,168.49,30.93,,CESAR,Arroz
"5,417",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,PANÍCULAS,SANA,"46-0-0, 0-0-60",NO INDICA,1.21,0.62,0.61,0.07,0.23,,0.08,253.62,3.47,206.39,25.95,,CESAR,Arroz
"5,418",2019 Aug 28 12:00:00 AM,CESAR,AGUACHICA,ARROZ,FEDEARROZ 70,NO INDICA,PANÍCULAS,SANA,"46-0-0, 0-0-60",NO INDICA,0.92,0.57,0.54,0.07,0.21,,0.07,210.41,3.98,282.5,24.8,,CESAR,Arroz
"6,314",2019 Dec 17 12:00:00 AM,CÓRDOBA,TIERRALTA,CACAO,NO INDICA,NO INDICA,HOJAS,NO INDICA,"Map, Urea, KCL, Cal Dolomita",REGULAR,2.03,0.19,0.97,1.79,0.88,,0.36,84.04,4.4,551.39,143.1,63.73,CORDOBA,Cacao
"6,315",2019 Dec 17 12:00:00 AM,CÓRDOBA,TIERRALTA,CACAO,NO INDICA,NO INDICA,HOJAS,NO INDICA,"Map, Urea, KCL, Cal Dolomita",REGULAR,2.31,0.26,1.65,0.97,0.63,,0.26,51.2,8.7,345.11,59.3,69.65,CORDOBA,Cacao
"6,316",2019 Dec 17 12:00:00 AM,CÓRDOBA,TIERRALTA,CACAO,NO INDICA,NO INDICA,HOJAS,NO INDICA,"Map, Urea, KCL, Cal Dolomita",REGULAR,2.17,0.36,1.6,1.25,0.92,,0.35,141.81,7.5,91.24,71.92,77.44,CORDOBA,Cacao
"6,317",2019 Dec 17 12:00:00 AM,CÓRDOBA,VALENCIA,CACAO,NO INDICA,NO INDICA,HOJAS,NO INDICA,"Map, Urea, KCL, Cal Dolomita",REGULAR,1.95,0.32,1.58,0.45,0.52,,0.28,37.5,11.34,148.85,43.63,52.35,CORDOBA,Cacao
"6,318",2019 Dec 17 12:00:00 AM,CÓRDOBA,TIERRALTA,CACAO,NO INDICA,NO INDICA,HOJAS,NO INDICA,"Map, Urea, KCL, Cal Dolomita",REGULAR,2.27,0.44,2.25,0.44,0.45,,0.29,44.83,11.25,65.97,46.32,61.53,CORDOBA,Cacao
"6,319",2019 Dec 17 12:00:00 AM,CÓRDOBA,TIERRALTA,CACAO,NO INDICA,NO INDICA,HOJAS,NO INDICA,"Map, Urea, KCL, Cal Dolomita",REGULAR,2.05,0.42,1.69,0.79,0.64,,0.32,32.81,7.61,53.97,65.87,63.56,CORDOBA,Cacao
